dataset_id,n_trees,max_features,percent_data,time,score
16,5,0.3,0.8,63.8,0.947
16,5,0.3,0.9,77.76,0.95
16,5,0.3,1.0,94.64,0.949
16,7,0.3,0.1,2.92,0.919
16,7,0.3,0.2,8.63,0.935
16,7,0.3,0.3,16.92,0.941
16,7,0.3,0.4,28.4,0.943
16,7,0.3,0.5,43.44,0.947
16,7,0.3,0.6,63.55,0.948
16,7,0.3,0.7,71.61,0.951
16,7,0.3,0.8,85.66,0.955
16,7,0.3,0.9,107.04,0.953
