dataset_id,n_trees,max_features,percent_data,time,score
17,11,0.2,0.9,15.64,0.703
17,11,0.2,1.0,18.15,0.708
17,13,0.2,0.1,1.15,0.578
17,13,0.2,0.2,2.57,0.614
17,13,0.2,0.3,4.21,0.631
17,13,0.2,0.4,5.95,0.653
17,13,0.2,0.5,8.08,0.662
17,13,0.2,0.6,10.46,0.674
17,13,0.2,0.7,12.91,0.686
17,13,0.2,0.8,15.58,0.695
17,13,0.2,0.9,18.3,0.712
17,13,0.2,1.0,21.42,0.719
17,15,0.2,0.1,1.32,0.581
17,15,0.2,0.2,2.92,0.6
17,15,0.2,0.3,4.76,0.635
17,15,0.2,0.4,7.07,0.653
17,15,0.2,0.5,9.68,0.669
17,15,0.2,0.6,12.26,0.683
17,15,0.2,0.7,14.76,0.689
17,15,0.2,0.8,17.5,0.696
17,15,0.2,0.9,20.89,0.704
17,15,0.2,1.0,24.53,0.719
17,1,0.3,0.1,0.17,0.555
17,1,0.3,0.2,0.35,0.552
17,1,0.3,0.3,0.58,0.574
17,1,0.3,0.4,0.82,0.582
17,1,0.3,0.5,1.07,0.594
17,1,0.3,0.6,1.47,0.589
17,1,0.3,0.7,1.63,0.601
17,1,0.3,0.8,1.93,0.613
17,1,0.3,0.9,2.4,0.614
17,1,0.3,1.0,2.73,0.618
17,3,0.3,0.1,0.42,0.559
17,3,0.3,0.2,0.91,0.572
17,3,0.3,0.3,1.47,0.593
17,3,0.3,0.4,2.12,0.599
17,3,0.3,0.5,2.8,0.611
17,3,0.3,0.6,3.58,0.624
17,3,0.3,0.7,4.34,0.636
17,3,0.3,0.8,5.35,0.636
17,3,0.3,0.9,6.35,0.645
17,3,0.3,1.0,7.25,0.651
17,5,0.3,0.1,0.65,0.548
17,5,0.3,0.2,1.46,0.587
17,5,0.3,0.3,2.34,0.607
17,5,0.3,0.4,3.38,0.619
17,5,0.3,0.5,4.43,0.634
17,5,0.3,0.6,5.75,0.647
17,5,0.3,0.7,7.01,0.646
17,5,0.3,0.8,8.43,0.669
17,5,0.3,0.9,10.31,0.664
17,5,0.3,1.0,12.02,0.676
17,7,0.3,0.1,0.9,0.564
17,7,0.3,0.2,1.98,0.583
17,7,0.3,0.3,3.21,0.615
17,7,0.3,0.4,4.69,0.634
17,7,0.3,0.5,6.33,0.639
17,7,0.3,0.6,7.99,0.647
17,7,0.3,0.7,9.92,0.665
17,7,0.3,0.8,12.18,0.677
17,7,0.3,0.9,14.4,0.675
17,7,0.3,1.0,16.71,0.695
17,9,0.3,0.1,1.15,0.562
17,9,0.3,0.2,2.46,0.599
17,9,0.3,0.3,4.09,0.625
17,9,0.3,0.4,5.95,0.645
17,9,0.3,0.5,8.03,0.651
17,9,0.3,0.6,10.36,0.661
17,9,0.3,0.7,12.6,0.671
17,9,0.3,0.8,15.27,0.684
17,9,0.3,0.9,17.92,0.692
17,9,0.3,1.0,20.99,0.696
17,11,0.3,0.1,1.35,0.579
17,11,0.3,0.2,2.99,0.605
17,11,0.3,0.3,4.88,0.635
17,11,0.3,0.4,7.13,0.649
17,11,0.3,0.5,9.63,0.662
17,11,0.3,0.6,12.28,0.672
17,11,0.3,0.7,15.07,0.676
17,11,0.3,0.8,18.38,0.684
17,11,0.3,0.9,21.74,0.7
17,11,0.3,1.0,25.63,0.707
17,13,0.3,0.1,1.54,0.579
17,13,0.3,0.2,3.55,0.605
17,13,0.3,0.3,5.72,0.631
17,13,0.3,0.4,8.41,0.65
17,13,0.3,0.5,11.2,0.664
17,13,0.3,0.6,14.61,0.675
17,13,0.3,0.7,18.19,0.681
17,13,0.3,0.8,21.64,0.69
17,13,0.3,0.9,25.79,0.709
17,13,0.3,1.0,30.4,0.708
17,15,0.3,0.1,1.8,0.579
17,15,0.3,0.2,4.09,0.609
17,15,0.3,0.3,6.72,0.635
17,15,0.3,0.4,9.69,0.655
17,15,0.3,0.5,13.2,0.668
17,15,0.3,0.6,16.84,0.675
17,15,0.3,0.7,20.92,0.687
17,15,0.3,0.8,25.18,0.705
17,15,0.3,0.9,30.74,0.707
17,15,0.3,1.0,35.13,0.72
17,1,0.4,0.1,0.21,0.533
17,1,0.4,0.2,0.43,0.562
17,1,0.4,0.3,0.69,0.575
17,1,0.4,0.4,1.0,0.59
17,1,0.4,0.5,1.3,0.574
17,1,0.4,0.6,1.64,0.589
17,1,0.4,0.7,2.0,0.594
17,1,0.4,0.8,2.42,0.607
17,1,0.4,0.9,2.77,0.62
17,1,0.4,1.0,3.37,0.615
17,3,0.4,0.1,0.52,0.553
17,3,0.4,0.2,1.13,0.572
17,3,0.4,0.3,1.82,0.591
17,3,0.4,0.4,2.67,0.61
17,3,0.4,0.5,3.54,0.62
17,3,0.4,0.6,4.46,0.623
17,3,0.4,0.7,5.67,0.629
17,3,0.4,0.8,6.74,0.639
17,3,0.4,0.9,7.96,0.65
17,3,0.4,1.0,9.28,0.652
17,5,0.4,0.1,0.81,0.558
17,5,0.4,0.2,1.81,0.592
17,5,0.4,0.3,2.98,0.613
17,5,0.4,0.4,4.28,0.627
17,5,0.4,0.5,5.78,0.625
17,5,0.4,0.6,7.36,0.645
17,5,0.4,0.7,9.29,0.647
17,5,0.4,0.8,11.2,0.658
17,5,0.4,0.9,13.13,0.673
17,5,0.4,1.0,15.59,0.672
17,7,0.4,0.1,1.13,0.558
17,7,0.4,0.2,2.52,0.594
17,7,0.4,0.3,4.16,0.612
17,7,0.4,0.4,6.02,0.64
17,7,0.4,0.5,8.06,0.643
17,7,0.4,0.6,10.41,0.647
17,7,0.4,0.7,12.75,0.661
17,7,0.4,0.8,15.52,0.674
17,7,0.4,0.9,18.43,0.676
17,7,0.4,1.0,21.38,0.687
17,9,0.4,0.1,1.42,0.569
17,9,0.4,0.2,3.18,0.599
17,9,0.4,0.3,5.26,0.627
17,9,0.4,0.4,7.65,0.636
17,9,0.4,0.5,10.33,0.649
17,9,0.4,0.6,13.31,0.658
17,9,0.4,0.7,16.53,0.669
17,9,0.4,0.8,20.26,0.686
17,9,0.4,0.9,23.53,0.685
17,9,0.4,1.0,28.05,0.694
17,11,0.4,0.1,1.76,0.577
17,11,0.4,0.2,4.02,0.605
17,11,0.4,0.3,6.48,0.624
17,11,0.4,0.4,9.42,0.64
17,11,0.4,0.5,12.8,0.663
17,11,0.4,0.6,16.19,0.671
17,11,0.4,0.7,20.02,0.673
17,11,0.4,0.8,24.34,0.69
17,11,0.4,0.9,29.07,0.695
17,11,0.4,1.0,34.44,0.701
17,13,0.4,0.1,2.08,0.575
17,13,0.4,0.2,4.63,0.608
17,13,0.4,0.3,7.75,0.629
17,13,0.4,0.4,11.14,0.646
17,13,0.4,0.5,14.81,0.663
17,13,0.4,0.6,19.32,0.672
17,13,0.4,0.7,23.88,0.687
17,13,0.4,0.8,30.93,0.696
17,13,0.4,0.9,34.55,0.692
17,13,0.4,1.0,40.31,0.718
17,15,0.4,0.1,2.36,0.568
17,15,0.4,0.2,5.42,0.611
17,15,0.4,0.3,9.02,0.64
17,15,0.4,0.4,13.43,0.655
17,15,0.4,0.5,17.65,0.674
17,15,0.4,0.6,22.36,0.677
17,15,0.4,0.7,27.26,0.688
17,15,0.4,0.8,33.26,0.698
17,15,0.4,0.9,39.76,0.706
17,15,0.4,1.0,48.19,0.712
17,1,0.5,0.1,0.27,0.535
17,1,0.5,0.2,0.57,0.544
17,1,0.5,0.3,0.92,0.571
17,1,0.5,0.4,1.29,0.568
17,1,0.5,0.5,1.72,0.585
17,1,0.5,0.6,2.13,0.598
17,1,0.5,0.7,2.47,0.592
17,1,0.5,0.8,3.11,0.61
17,1,0.5,0.9,3.7,0.609
17,1,0.5,1.0,4.09,0.607
17,3,0.5,0.1,0.64,0.552
17,3,0.5,0.2,1.4,0.577
17,3,0.5,0.3,2.26,0.596
17,3,0.5,0.4,3.31,0.607
17,3,0.5,0.5,4.47,0.618
17,3,0.5,0.6,5.59,0.623
17,3,0.5,0.7,6.99,0.628
17,3,0.5,0.8,8.35,0.641
17,3,0.5,0.9,9.81,0.642
17,3,0.5,1.0,11.71,0.649
17,5,0.5,0.1,0.99,0.559
17,5,0.5,0.2,2.3,0.595
17,5,0.5,0.3,3.7,0.606
17,5,0.5,0.4,5.45,0.619
17,5,0.5,0.5,7.06,0.63
17,5,0.5,0.6,9.31,0.641
17,5,0.5,0.7,11.69,0.65
17,5,0.5,0.8,14.01,0.652
17,5,0.5,0.9,16.71,0.662
17,5,0.5,1.0,18.98,0.665
17,7,0.5,0.1,1.35,0.572
17,7,0.5,0.2,3.02,0.596
17,7,0.5,0.3,4.98,0.617
17,7,0.5,0.4,7.41,0.63
17,7,0.5,0.5,9.85,0.644
17,7,0.5,0.6,12.6,0.648
17,7,0.5,0.7,15.7,0.669
17,7,0.5,0.8,18.87,0.669
17,7,0.5,0.9,22.49,0.676
17,7,0.5,1.0,26.57,0.681
17,9,0.5,0.1,1.72,0.57
17,9,0.5,0.2,3.84,0.595
17,9,0.5,0.3,6.38,0.631
17,9,0.5,0.4,9.2,0.639
17,9,0.5,0.5,12.5,0.646
17,9,0.5,0.6,16.11,0.655
17,9,0.5,0.7,19.91,0.667
17,9,0.5,0.8,24.18,0.674
17,9,0.5,0.9,28.49,0.679
17,9,0.5,1.0,33.4,0.694
17,11,0.5,0.1,2.13,0.576
17,11,0.5,0.2,4.69,0.597
17,11,0.5,0.3,7.76,0.627
17,11,0.5,0.4,11.39,0.645
17,11,0.5,0.5,15.17,0.65
17,11,0.5,0.6,19.71,0.668
17,11,0.5,0.7,24.57,0.68
17,11,0.5,0.8,29.71,0.69
17,11,0.5,0.9,35.03,0.692
17,11,0.5,1.0,40.84,0.702
17,13,0.5,0.1,2.45,0.565
17,13,0.5,0.2,5.46,0.61
17,13,0.5,0.3,9.14,0.633
17,13,0.5,0.4,13.3,0.653
17,13,0.5,0.5,18.09,0.663
17,13,0.5,0.6,23.36,0.672
17,13,0.5,0.7,29.25,0.678
17,13,0.5,0.8,34.85,0.687
17,13,0.5,0.9,41.69,0.695
17,13,0.5,1.0,48.69,0.721
17,15,0.5,0.1,2.78,0.583
17,15,0.5,0.2,6.35,0.609
17,15,0.5,0.3,10.72,0.621
17,15,0.5,0.4,15.46,0.655
17,15,0.5,0.5,20.84,0.664
17,15,0.5,0.6,26.89,0.675
17,15,0.5,0.7,33.45,0.686
17,15,0.5,0.8,40.54,0.694
17,15,0.5,0.9,50.51,0.705
17,15,0.5,1.0,56.35,0.711
