dataset_id,n_trees,max_features,percent_data,time,score
9,15,0.4,0.4,6.14,0.605
9,15,0.4,0.5,7.52,0.649
9,15,0.4,0.6,9.71,0.685
9,15,0.4,0.7,11.26,0.729
9,15,0.4,0.8,12.97,0.751
9,15,0.4,0.9,14.66,0.766
9,15,0.4,1.0,17.21,0.773
9,1,0.5,0.1,0.09,0.512
9,1,0.5,0.2,0.24,0.484
9,1,0.5,0.3,0.37,0.499
9,1,0.5,0.4,0.51,0.543
9,1,0.5,0.5,0.68,0.571
9,1,0.5,0.6,0.88,0.59
9,1,0.5,0.7,0.98,0.624
9,1,0.5,0.8,1.11,0.648
9,1,0.5,0.9,1.34,0.64
9,1,0.5,1.0,1.42,0.636
9,3,0.5,0.1,0.27,0.5
9,3,0.5,0.2,0.65,0.514
9,3,0.5,0.3,1.13,0.525
9,3,0.5,0.4,1.58,0.554
9,3,0.5,0.5,1.94,0.604
9,3,0.5,0.6,2.43,0.628
9,3,0.5,0.7,2.89,0.642
9,3,0.5,0.8,3.39,0.664
9,3,0.5,0.9,3.84,0.689
9,3,0.5,1.0,4.29,0.703
9,5,0.5,0.1,0.42,0.493
9,5,0.5,0.2,1.0,0.511
9,5,0.5,0.3,1.71,0.521
9,5,0.5,0.4,2.45,0.559
9,5,0.5,0.5,3.12,0.637
9,5,0.5,0.6,3.77,0.653
9,5,0.5,0.7,4.48,0.652
9,5,0.5,0.8,5.26,0.692
9,5,0.5,0.9,6.38,0.695
9,5,0.5,1.0,7.38,0.738
9,7,0.5,0.1,0.59,0.509
9,7,0.5,0.2,1.45,0.516
9,7,0.5,0.3,2.55,0.549
9,7,0.5,0.4,3.4,0.573
9,7,0.5,0.5,4.67,0.622
9,7,0.5,0.6,5.79,0.643
9,7,0.5,0.7,6.74,0.704
9,7,0.5,0.8,8.09,0.713
9,7,0.5,0.9,9.19,0.741
9,7,0.5,1.0,10.52,0.754
9,9,0.5,0.1,0.79,0.501
9,9,0.5,0.2,1.92,0.529
9,9,0.5,0.3,3.35,0.523
9,9,0.5,0.4,4.63,0.576
